"","n_safty_rating","discount","Home_policy_ind","df_prior_carrier","df_cov_package","df_cat_zone","number_drivers","num_loaned_veh","num_owned_veh","num_leased_veh","driver_age","freq_agent","lon","lat","quoted_amt","credit_score"
"15542",235,1,1,9,2,2,3,2,1,0,85,1,-84.3436881,33.9900649,1766,741
"15545",156,0,0,3,1,2,2,2,2,0,100,1,-73.3296037,40.7343811,4411,689
"15548",205,0,0,7,2,0,3,1,3,0,92,1,-73.9991637,40.7536854,4061,720
"15551",229,1,1,0,1,0,3,1,3,0,81,1,-78.7362845,42.8795568,7432,479
"15552",156,0,0,0,1,0,2,1,2,0,81,1,-74.3411515,40.6519674,1371,796
"15556",47,0,0,3,1,3,1,2,1,0,18,1,-74.505312,39.3317283,5115,672
"15557",55,0,0,2,0,3,1,0,1,0,37,0,-84.2805478,33.8092255,21373,595
"15558",56,1,0,7,1,3,1,3,3,0,52,1,-73.6359602,40.6608095,NA,660
"15559",170,0,0,3,1,2,2,1,2,1,109,1,-82.5564559,28.0684157,4276,622
"15560",237,0,0,0,0,3,3,1,2,0,164,1,-74.0828839,41.1091091,5836,699
"15561",157,0,0,0,2,1,2,0,2,0,57,1,-74.2003231,40.8400532,1087,761
"15562",256,0,0,7,1,2,3,0,1,1,115,0,-76.4830579,42.4467049,2718,685
"15563",141,0,0,0,2,0,2,2,1,1,67,0,-87.8107561,42.750261,14423,496
"15565",80,1,1,1,0,4,1,2,1,1,46,1,-87.8991514,43.0439776,4726,606
"15566",135,0,0,0,2,0,2,2,2,0,83,1,-76.1348944,43.0619897,1579,727
"15567",277,0,0,9,2,1,4,1,2,0,120,1,-74.7775938,40.1163333,936,752
"15568",74,0,0,3,1,1,1,1,3,2,39,1,-74.1181234,40.9370006,666,747
"15569",133,0,0,9,0,1,2,2,1,0,151,1,-82.7428057,28.0056225,6804,500
"15570",66,0,0,1,2,1,1,1,3,0,42,1,-80.2209773,26.1218038,9228,606
"15571",212,1,1,4,1,2,3,2,3,0,103,0,-81.7021049,26.1916102,4435,648
"15572",144,0,0,0,1,3,2,1,2,1,81,0,-85.9521694,31.8020952,19971,585
"15573",94,0,0,5,2,2,1,1,1,0,51,0,-80.1763467,26.142147,2736,666
"15575",93,1,1,3,1,0,1,0,1,1,53,1,-93.2080991,44.8149747,5316,574
"15576",173,0,0,7,0,2,3,0,1,2,85,1,-77.6120835,43.153975,2047,661
"15577",161,1,1,1,2,0,2,1,1,0,86,0,-74.0593872,40.2448804,5262,651
"15578",192,1,0,7,1,3,3,1,1,0,106,0,-74.1298684,40.7906667,2441,702
"15579",324,1,0,4,0,2,5,3,2,0,167,1,-84.3279093,33.828105,44801,543
"15580",209,0,0,4,2,0,3,3,1,1,104,1,-80.2265545,26.1514248,4736,639
"15581",1,0,0,1,2,1,1,0,2,1,38,1,-80.1372757,26.4608477,1876,747
"15582",101,1,1,0,1,2,2,2,1,0,81,1,-73.471054,40.7848157,4481,569
"15583",60,0,0,6,2,1,1,2,1,0,45,0,-81.422404,28.3040861,2500,665
"15584",81,0,0,2,1,2,1,1,1,0,44,1,-73.6477342,40.692165,11839,617
"15585",237,0,0,2,2,0,3,1,1,0,81,1,-74.2120629,40.8811718,834,758
"15586",190,1,0,4,0,4,3,0,2,1,80,1,-73.5181833,40.7621388,6169,547
"15587",130,0,0,6,0,4,2,1,2,0,97,1,-80.2028489,25.7767549,2922,638
"15589",78,0,0,4,2,0,1,1,2,1,44,1,-74.5873348,40.3379035,1892,787
"15590",72,0,0,8,2,0,1,2,1,0,64,1,-74.1827119,40.555548,1462,767
"15592",92,0,0,0,0,0,1,1,2,0,67,0,-76.8728167,42.6841834,10722,593
"15593",329,0,0,0,1,1,5,3,2,1,125,1,-74.0447003,41.03737,4473,617
"15594",201,0,0,6,2,1,3,2,1,1,123,1,-81.614468,30.2018746,2169,660
"15595",321,0,0,7,1,1,5,2,1,0,160,1,-73.8713099,40.9413523,3664,694
"15596",251,1,1,5,0,4,3,3,3,1,126,1,-87.8647961,42.9121206,16084,523
"15597",81,0,0,6,2,0,1,1,1,1,43,1,-82.4698603,27.9822094,4328,626
"15598",68,1,1,8,2,0,1,1,2,0,46,1,-82.7023383,28.2333343,2916,587
"15599",76,0,0,7,0,4,1,1,1,0,29,1,-77.6221091,43.1491054,6235,574
"15600",82,0,0,9,0,0,1,2,1,0,54,1,-86.7919009,33.4306545,17042,564
"15601",160,0,0,2,2,4,2,1,1,0,101,1,-73.0346244,40.7494305,2128,638
"15602",167,0,0,1,2,1,2,2,1,1,123,1,-80.3380213,25.5734243,1718,715
"15603",85,0,0,7,0,3,1,1,1,1,73,0,-77.6020569,43.1301942,7810,561
"15604",82,0,0,3,0,4,1,2,2,1,65,1,-80.2070328,25.8487631,3594,645
"15606",196,0,0,6,1,1,3,2,1,0,94,1,-93.0676373,44.9309348,2740,647
"15607",188,0,0,6,2,0,3,3,1,1,129,0,-80.593833,28.179854,4346,672
"15608",228,0,0,6,0,4,3,1,1,1,121,0,-72.6919814,41.7895977,2636,641
"15609",254,0,0,5,0,4,4,1,1,0,97,1,-77.5963271,43.2202305,8615,544
"15610",160,0,0,5,0,4,2,1,1,0,95,0,-73.5888575,40.6440775,15798,494
"15611",167,1,1,4,0,3,3,1,1,0,153,0,-83.6527972,32.8274424,13949,576
"15613",161,0,0,3,2,1,2,2,2,0,111,0,-74.2296713,40.6216016,2422,665
"15614",157,0,0,4,1,1,2,1,2,1,82,1,-73.9521468,40.7766412,1839,759
"15615",200,0,0,0,2,0,3,0,2,0,86,1,-92.9583024,45.0539789,741,748
"15616",225,0,0,9,1,0,3,1,2,0,76,0,-77.590597,43.1480375,4988,635
"15617",77,1,1,4,2,2,1,1,3,1,57,1,-80.2265545,26.0695412,5501,628
"15620",73,0,0,9,2,0,1,2,1,1,35,1,-72.6919814,41.7895977,1355,751
"15621",232,0,0,2,0,3,4,2,2,1,114,1,-73.7213063,40.7349144,4151,668
"15623",160,0,0,5,1,0,2,1,2,2,87,1,-80.0870155,26.8598894,4633,650
"15624",152,0,0,2,1,2,2,2,1,0,120,1,-82.4590282,28.0165404,1551,719
"15625",181,0,0,9,2,1,3,3,2,0,109,1,-73.8124984,40.7850656,4735,581
"15626",76,0,0,0,1,3,1,1,1,0,41,1,-77.6936948,43.168856,2914,676
"15627",318,0,0,0,2,1,5,1,2,0,116,1,-80.2070328,25.8897406,5016,645
"15629",146,0,0,6,1,2,2,1,1,0,99,1,-80.0533253,26.7153474,3333,660
"15630",153,0,0,5,1,1,3,0,1,0,118,1,-80.3380213,25.5734243,2716,576
"15631",31,1,1,2,1,2,1,1,3,0,17,1,-73.7419017,41.0112762,3718,613
"15632",164,0,0,0,1,2,2,2,1,0,89,1,-93.1315648,44.9688472,977,769
"15634",188,1,1,5,2,3,2,1,2,0,114,0,-73.9065883,41.0938791,4309,699
"15636",302,1,1,3,2,1,4,0,1,0,150,1,-74.2326058,40.7432865,3189,676
"15637",93,0,0,4,2,0,2,3,1,0,75,1,-88.0167406,44.4812116,11353,512
"15638",131,0,0,1,0,3,2,2,2,0,77,1,-77.6478852,43.1352111,4092,706
"15639",154,0,0,1,1,1,2,0,3,0,112,0,-81.3729372,28.6659654,2293,662
"15641",156,0,0,0,0,0,2,1,3,0,81,1,-74.2120629,40.821948,6081,487
"15642",87,0,0,0,1,0,1,2,1,1,45,1,-84.3726049,33.7717008,26296,578
"15643",225,0,0,6,0,4,3,1,2,0,108,1,-80.1261093,25.8871575,2032,673
"15644",207,1,1,2,1,4,3,0,1,0,80,0,-78.8099472,42.9397553,3455,687
"15645",67,0,0,9,2,1,1,1,1,0,64,1,-78.8637428,42.9474532,2302,697
"15646",196,0,0,6,0,4,3,0,1,0,110,1,-93.1027146,44.8973189,1668,787
"15647",180,0,0,2,2,1,2,0,1,1,95,1,-73.1172573,40.8602892,4425,574
"15648",70,0,0,5,0,4,1,1,2,0,52,1,-80.402048,25.756402,4237,618
"15649",81,0,0,7,3,0,1,2,1,2,55,0,-78.8722341,43.0083406,1305,768
"15650",41,1,1,1,1,2,1,2,1,0,41,1,-84.3436881,33.9900649,17048,549
"15651",130,0,0,4,1,2,2,2,1,0,53,1,-73.0464309,40.8692939,6034,462
"15652",74,1,1,9,0,4,1,1,2,0,43,1,-73.6506776,40.7691114,6645,492
"15654",71,0,0,9,0,3,1,2,1,0,43,1,-88.0411993,43.0513426,19971,541
"15656",72,0,0,9,0,1,1,2,3,0,54,1,-77.5963271,43.2202305,8318,568
"15657",171,0,0,0,0,4,2,1,1,0,89,0,-77.5504779,43.1770344,11344,534
"15658",73,0,0,4,1,2,1,3,1,0,54,1,-80.2711588,26.1544576,1354,731
"15659",142,1,0,3,2,1,2,3,1,0,156,0,-72.2067681,41.7133607,2013,650
"15660",323,0,0,7,1,1,5,2,1,1,115,1,-77.6936948,43.168856,1765,758
"15663",183,0,0,0,2,0,3,0,1,0,102,1,-73.3767641,40.7512158,1562,779
"15664",414,0,0,3,2,1,6,1,1,0,164,1,-73.1172573,40.8602892,7249,520
"15665",274,0,0,0,1,3,4,2,1,0,115,1,-73.5181833,40.7226698,1856,755
"15666",77,1,1,9,1,1,1,1,1,1,51,1,-82.7428057,28.0056225,2998,581
"15667",281,1,1,9,1,0,4,1,1,0,134,1,-73.6447908,40.842212,12356,520
"15668",235,0,0,5,0,3,3,1,2,0,129,1,-74.1357407,41.062513,3792,621
"15669",150,0,0,6,0,4,2,1,2,0,103,1,-82.4590282,28.0165404,1348,761
"15670",209,0,0,2,2,0,3,2,1,0,116,1,-74.1386767,40.6311567,5346,620
"15671",254,0,0,4,2,1,3,1,1,2,146,1,-73.4239143,41.0924881,2968,666
"15673",85,0,0,4,2,0,1,1,2,2,37,0,-74.6458987,40.5747108,2273,649
"15675",166,0,0,8,0,3,2,2,1,0,100,1,-81.3564411,28.5085825,11051,604
"15676",86,0,0,6,0,3,1,1,2,1,32,1,-73.8279381,42.6907733,6670,548
"15677",75,0,0,3,1,0,2,2,2,0,115,1,-73.1172573,40.8602892,4587,614
"15679",160,0,0,2,0,3,2,2,1,0,77,1,-84.3016021,33.8992049,11122,523
"15680",81,0,0,3,1,2,1,1,1,0,51,1,-74.2443436,40.5070853,4402,678
"15681",170,0,0,4,0,2,3,2,1,0,82,1,-73.8272029,40.87347,7258,524
"15682",114,0,0,0,2,0,2,1,2,0,96,1,-78.8099472,42.9397553,5669,574
"15683",83,0,0,2,1,2,1,3,2,1,58,0,-74.0241367,40.1601131,2349,601
"15684",160,0,0,5,1,3,3,1,3,1,132,0,-74.7541889,40.2032304,9111,550
"15686",68,1,1,7,1,2,1,1,1,0,60,0,-78.8920444,42.9165666,5235,632
"15687",198,0,0,1,0,4,3,2,2,0,124,0,-73.7742616,41.0233153,7986,609
"15688",76,1,1,4,1,0,1,3,2,0,42,1,-75.0289877,39.8385235,4496,669
"15689",44,0,0,0,3,3,1,1,2,0,35,0,-88.0460894,42.9980102,11922,567
"15690",45,0,0,3,1,2,1,1,1,2,18,1,-73.0464309,40.8692939,3627,589
"15692",109,0,0,9,1,3,2,0,1,0,125,1,-73.859549,40.9199758,3718,671
"15693",151,0,0,0,2,0,2,2,1,1,48,1,-73.9653715,40.8562383,1432,715
"15694",89,0,0,0,1,3,1,1,1,1,62,0,-87.9383822,43.0349801,27911,577
"15695",168,1,1,4,1,0,2,1,1,0,82,1,-73.6359602,40.7793075,NA,585
"15696",219,1,1,5,1,3,3,0,2,2,103,1,-72.6757236,41.7665502,5267,707
"15698",163,0,0,5,0,3,2,2,1,0,71,1,-84.1804384,33.9102261,6562,586
"15700",127,1,0,7,0,4,2,1,1,0,87,1,-82.4590282,28.0165404,8760,562
"15701",52,0,0,1,1,0,1,1,3,1,80,1,-73.7448437,40.5850432,8890,554
"15702",103,0,0,0,1,0,2,1,2,1,63,0,-74.3294199,40.699863,5681,654
"15703",91,0,0,4,2,1,1,3,1,0,49,1,-82.6861446,28.0055309,2124,611
"15704",83,0,0,4,0,4,1,0,2,1,18,1,-74.0094471,40.7464969,10650,489
"15705",163,1,1,5,2,0,2,2,1,0,93,1,-84.3279093,33.828105,8500,575
"15706",184,0,0,9,1,1,3,3,1,1,74,1,-74.3646122,40.7146376,4417,606
"15710",158,0,0,9,1,2,2,1,2,0,102,1,-84.3279093,33.828105,13873,521
"15713",176,0,0,4,0,3,2,3,1,0,102,1,-73.8683697,40.8990767,3795,681
"15714",158,1,1,9,2,0,2,3,2,1,62,1,-74.0358876,40.846514,3163,622
"15715",248,0,0,9,2,4,3,0,1,0,152,1,-81.3756862,28.5416658,4931,603
"15716",130,0,0,5,1,1,2,2,1,2,76,1,-74.3910019,40.398174,2424,644
"15717",174,0,0,6,2,0,3,2,2,0,88,1,-73.3060197,40.7111586,5061,649
"15718",143,0,0,3,1,1,2,2,2,1,82,0,-93.0962099,44.9908014,5476,622
"15719",96,0,0,2,0,1,1,0,3,0,57,1,-78.8637428,42.9137921,9220,605
"15720",5,1,0,9,0,3,1,2,3,0,58,1,-73.7095365,40.6294348,4797,738
"15721",163,0,0,6,1,0,2,2,1,2,117,0,-81.1802619,28.5898683,1836,789
"15722",179,1,1,2,0,4,3,1,1,2,111,1,-74.0094471,40.6772802,8472,542
"15725",81,0,0,7,1,4,1,2,1,1,56,1,-73.8242621,40.9247625,5051,647
"15726",365,0,0,4,1,0,5,1,3,1,182,1,-80.1372757,26.4608477,5637,690
"15728",84,0,0,7,0,4,1,3,2,0,59,1,-73.6830521,41.0125894,4709,658
"15729",122,0,0,1,1,4,3,0,1,1,67,0,-72.106068,41.3631426,2349,612
"15730",241,1,1,4,0,4,3,1,2,0,118,0,-73.8279381,42.6907733,9312,547
"15731",164,0,0,6,1,2,2,2,3,0,107,1,-73.8272029,40.7699016,2258,685
"15732",88,0,0,4,1,0,1,2,1,0,52,1,-73.8154394,41.0390683,8286,508
"15733",139,0,0,0,2,1,2,3,3,0,55,1,-74.6576091,40.2276834,1498,701
"15734",128,0,0,0,0,3,2,2,2,1,64,1,-84.3147572,33.7467783,9460,571
"15735",70,0,0,3,2,0,1,3,1,1,57,0,-73.0818468,41.597477,836,740
"15737",66,0,0,0,1,3,1,1,1,1,36,1,-74.0138541,40.7038704,2447,649
"15738",122,0,0,3,1,1,3,3,1,0,82,1,-80.2711588,26.0725672,2834,611
"15739",65,0,0,3,0,4,1,1,2,0,57,1,-93.2983975,44.9944872,1619,776
"15740",68,1,1,4,0,4,1,1,2,0,51,1,-73.9330429,40.8639624,7831,NA
"15741",52,1,1,5,1,2,1,2,2,1,48,1,-74.1856472,40.7663804,2072,655
"15743",85,0,0,1,0,1,1,1,2,1,63,0,-74.0946311,40.6274394,7571,567
"15746",210,1,1,1,1,0,3,0,2,0,85,1,-88.0411993,43.0513426,20308,488
"15747",49,0,0,7,1,4,1,0,2,0,17,0,-76.4830579,42.4467049,7029,523
"15749",305,0,0,6,0,3,5,3,1,0,148,1,-88.0460894,42.9688506,16241,551
"15750",216,0,0,1,1,1,3,3,2,2,81,0,-82.4129729,28.0634666,7571,605
"15751",141,0,0,4,2,1,2,1,1,0,89,0,-74.4408385,39.3685196,1514,711
"15752",160,0,0,7,0,2,2,2,1,0,82,0,-84.2963392,33.7709887,6431,557
"15753",166,0,0,7,1,2,2,2,1,0,85,1,-73.9447994,40.8557765,4887,607
"15754",205,0,0,9,0,4,4,2,1,0,108,1,-82.6213311,27.8156609,4979,667
"15755",76,1,1,0,0,4,1,2,2,0,68,1,-84.2542195,33.9025669,23156,574
"15756",239,0,0,4,2,0,3,1,2,0,96,0,-74.197388,40.4359539,1325,711
"15757",149,0,0,1,2,3,2,2,2,0,48,1,-80.4326521,25.9839048,2270,679
"15758",159,0,0,5,0,3,2,1,2,2,118,1,-73.317812,40.7622141,9612,494
"15759",172,0,0,2,1,0,3,0,1,1,82,1,-78.8099472,42.9397553,1395,703
"15760",203,0,0,3,1,2,3,0,2,0,84,1,-80.3268812,25.9358702,4502,624
"15762",88,0,0,8,0,4,1,3,1,0,53,1,-73.8948295,40.6980708,3434,629
"15765",113,0,0,1,1,2,3,0,1,0,78,0,-82.7616822,27.8580624,2230,673
"15766",93,1,0,8,2,1,1,3,3,0,77,1,-73.7860276,42.6757698,5264,698
"15767",143,1,1,9,1,2,2,2,2,1,80,1,-80.2070328,25.8897406,3220,682
"15768",222,0,0,9,2,2,3,1,3,0,83,1,-72.9992013,40.8818158,2998,683
"15773",85,0,0,6,1,2,1,2,3,0,18,0,-73.9271644,40.8187386,5465,565
"15774",155,1,1,2,0,4,2,2,1,1,102,1,-73.6359602,40.6608095,4125,692
"15776",84,0,0,5,1,3,1,1,2,2,44,1,-74.1533563,40.8235952,1914,799
"15780",147,1,1,1,2,1,2,2,2,2,80,0,-82.24,30.06,1537,753
"15781",48,1,0,6,1,2,1,3,1,1,64,1,-93.2878982,44.9691279,412,722
"15782",258,0,0,0,1,1,3,1,3,0,106,0,-81.5706109,30.2906907,3814,668
"15785",67,0,0,1,0,4,1,1,1,2,53,1,-89.5167298,43.0718858,14569,559
"15786",125,0,0,7,0,3,2,2,3,1,94,0,-74.4818698,39.3386704,1498,724
"15788",158,0,0,8,2,0,2,1,3,0,79,1,-80.26001,26.2706389,1238,685
"15789",224,1,1,7,1,1,3,3,1,1,104,1,-73.8036752,40.8996475,1499,726
"15790",176,0,0,2,0,4,2,0,1,2,101,1,-74.0153231,40.191299,1266,706
"15791",56,0,0,6,0,4,1,2,2,1,62,0,-73.9183464,41.2916113,5045,719
"15792",155,0,0,1,1,0,2,1,2,0,83,1,-80.109357,26.4647478,3163,685
"15793",126,1,1,0,0,3,2,0,1,0,134,0,-77.6478852,43.2306445,3099,682
"15794",223,0,0,3,2,0,4,0,2,0,148,0,7.5623594,50.3143821,1449,734
"15795",280,0,0,4,2,0,4,1,2,1,92,1,-72.9814877,40.7758652,5179,670
"15796",153,0,0,3,0,4,3,1,2,0,118,1,-72.9755829,40.966609,11467,574
"15797",217,0,0,2,0,0,3,1,1,0,120,0,-74.197388,40.4359539,3928,527
"15799",94,0,0,3,1,3,1,0,2,0,44,1,-73.762495,40.6963978,1852,720
"15801",335,0,0,4,2,2,5,0,1,0,117,0,-74.2296713,40.8589645,1159,682
"15803",221,0,0,7,0,4,3,1,1,0,84,0,-73.9154069,40.8022594,10647,532
"15804",76,0,0,0,0,3,1,2,2,1,42,1,-82.6321376,27.7929237,3784,632
"15805",84,1,1,1,0,2,1,1,1,1,36,1,-81.3674389,28.6366753,3664,651
"15806",216,0,0,9,2,1,3,0,1,1,111,1,-73.7977928,40.6718171,1035,779
"15807",149,0,0,3,2,1,2,0,1,0,102,0,-80.2934522,26.0272663,2561,673
"15808",92,0,0,9,0,4,1,2,1,0,81,1,-73.9447994,40.8409822,8311,499
"15809",89,0,0,1,2,0,1,2,3,0,55,1,-80.2711588,26.1076663,4091,660
"15811",194,0,0,8,2,1,4,2,2,0,167,1,-88.02,44.4799999,20217,602
"15812",217,1,0,3,1,3,3,3,1,2,99,1,-88.0949609,30.7153357,14085,557
"15813",151,1,0,2,1,2,2,2,3,1,101,0,-74.2824862,40.6041777,1163,710
"15814",90,0,0,7,2,4,1,1,2,2,53,0,-74.1063776,40.658801,5090,598
"15815",79,1,1,2,1,0,1,1,1,0,18,0,-72.6919814,41.7895977,4844,579
"15816",183,0,0,9,1,1,4,0,1,0,148,1,-80.1372757,26.4608477,3306,637
"15818",171,0,0,4,2,1,2,2,3,0,95,1,-84.3410586,33.9260395,1687,747
"15819",146,0,0,4,2,4,2,0,1,0,62,1,-74.2824862,40.5545823,3161,632
"15820",57,1,1,4,0,1,1,1,1,1,54,0,-73.8683697,40.8300731,2149,685
"15821",257,0,0,1,2,0,5,1,1,2,157,1,-84.3016021,33.8992049,4684,719
"15822",371,1,1,0,1,2,5,2,1,0,155,0,-81.0009199,29.2046542,2094,644
"15823",159,0,0,9,1,1,3,2,2,0,115,1,-80.1372757,25.9581433,1938,754
"15824",332,0,0,0,0,2,4,1,2,0,134,1,-76.7913558,42.069498,12073,598
"15825",68,1,1,6,1,1,1,0,3,0,36,1,-80.2042436,25.8105183,2135,692
"15826",207,0,0,3,2,4,3,2,2,0,129,1,-75.064035,39.8783477,905,782
"15827",71,0,0,9,1,1,1,3,1,1,41,1,-80.3129541,25.7621935,5629,677
"15828",204,0,0,0,3,4,4,0,1,2,143,1,-73.9932872,40.755322,5067,665
"15831",66,1,0,5,2,2,1,1,2,1,57,0,-74.0711359,40.7329808,3465,683
"15833",215,0,0,6,2,2,3,1,1,2,77,1,-80.3352364,25.8925211,1005,792
"15834",137,1,1,4,2,4,2,2,3,0,129,1,-74.2531465,40.8029914,452,839
"15835",123,0,0,4,0,4,2,3,2,1,59,1,-82.6807458,27.7896783,2982,589
"15837",93,0,0,1,1,1,2,2,3,0,56,1,-73.195196,41.1865502,2773,676
"15839",90,0,0,4,0,3,1,1,1,0,68,1,-73.49462,40.6599676,7710,521
"15840",76,0,0,1,0,3,1,1,2,0,17,0,-84.2805478,33.8092255,17330,542
"15842",98,1,1,0,2,0,1,1,1,2,51,0,-82.2909146,27.9082595,2206,661
"15844",94,0,0,9,0,4,1,0,1,1,55,1,-73.6918806,40.636775,11437,574
"15845",95,0,0,7,2,3,1,1,1,1,33,1,-73.7889689,40.9196897,2960,644
"15846",54,0,0,2,0,0,1,1,1,0,50,1,-73.2116584,40.7267132,6038,504
"15849",165,0,0,1,2,0,2,2,2,1,99,0,-82.4644445,27.3346138,870,757
"15850",25,0,0,7,1,3,1,3,1,0,34,1,-84.2436849,33.8019475,3601,687
"15854",70,0,0,7,2,0,1,1,3,0,33,1,-73.9550857,40.7573053,5649,672
"15855",87,0,0,6,1,1,1,1,1,0,49,1,-80.2823063,25.9445817,2887,662
"15856",86,0,0,3,1,0,1,2,2,0,50,1,-74.2003231,40.8400532,4696,699
"15857",65,1,1,9,2,0,1,1,3,1,16,1,-80.2432839,25.9595052,1363,730
"15858",309,0,0,4,2,0,5,2,2,0,118,1,-73.7183639,42.7397816,5891,653
"15859",177,1,1,2,1,3,3,0,1,0,123,1,-73.9569225,40.7449081,5035,640
"15860",168,0,0,3,0,2,3,2,3,0,88,0,-87.8304145,42.564798,10108,518
"15861",71,0,0,5,0,4,1,2,2,2,35,0,-74.1680347,39.937763,6577,534
"15862",388,0,0,0,1,1,6,0,1,0,174,0,-77.590597,43.1480375,11504,521
"15863",134,0,0,1,0,4,2,0,3,2,53,0,-73.7683784,41.0322939,6904,596
"15864",150,0,0,4,1,1,3,2,2,0,75,1,-80.1819268,26.3003637,1931,754
"15865",87,0,0,4,2,0,1,1,3,0,71,1,-80.1372757,26.0517448,2979,626
"15866",85,0,0,5,2,1,1,0,1,0,52,1,-75.0757157,39.8899393,4145,660
"15867",288,0,0,6,0,2,5,1,3,0,146,0,-84.2061404,33.7939307,6335,573
"15868",62,0,0,6,1,1,1,1,3,0,34,1,-80.0926014,26.6561841,1424,736
"15870",63,0,0,2,1,3,1,1,2,0,60,1,-74.1298684,40.830167,4671,684
"15871",138,0,0,4,2,1,2,2,3,0,72,0,-73.0818468,41.597477,1586,722
"15872",121,0,0,9,1,1,2,1,1,1,93,1,-73.0759446,40.8688263,2642,638
"15873",40,1,1,5,2,0,1,0,2,1,35,1,-82.7185282,27.8674465,2734,624
"15874",38,0,0,1,2,1,1,1,3,1,37,1,-80.0590804,26.5838179,3070,686
"15877",168,0,0,7,1,1,3,1,1,1,96,0,-73.9212858,40.8376318,7563,575
"15878",129,0,0,7,0,4,2,2,2,1,76,0,-77.5504779,43.1770344,3242,628
"15881",177,0,0,3,2,0,2,1,1,0,108,0,-72.2511833,41.8193203,3013,687
"15882",118,1,1,5,0,4,2,1,1,0,114,0,-74.0358876,40.3610648,11515,561
"15883",47,0,0,5,1,1,1,1,2,2,38,0,-73.7201413,44.7234692,3287,694
"15884",82,1,1,1,0,0,1,2,2,1,58,0,-81.6309078,30.243028,1029,774
"15885",88,0,0,0,2,3,1,0,3,0,18,1,-81.4828198,28.5802998,3902,687
"15886",62,1,1,7,1,3,1,1,1,0,53,1,-73.3767641,40.7512158,2441,624
"15887",202,0,0,5,3,0,3,2,1,0,130,1,-81.3014284,28.5513952,2121,688
"15888",312,0,0,0,0,1,4,2,3,0,133,1,-80.1121493,26.1640451,7129,533
"15889",210,0,0,0,0,4,3,0,2,2,111,0,-82.7401087,27.9385015,7992,546
"15890",164,0,0,5,1,1,2,0,2,0,80,1,-74.0241367,40.8053731,3129,664
"15893",151,0,0,0,2,1,2,1,1,0,103,1,-92.0695841,46.8090502,671,704
"15894",290,0,0,9,1,4,5,2,2,0,139,1,-93.2355522,45.0196219,2932,695
"15895",186,0,0,3,0,4,2,1,1,1,115,1,-93.3439291,44.9091984,5711,710
"15896",140,0,0,9,1,1,2,2,1,0,110,1,-93.1640525,45.0122826,4837,604
"15897",221,1,1,4,2,0,3,1,1,1,117,1,-77.6364299,43.200781,554,766
"15898",96,0,0,6,0,4,1,1,1,1,73,0,-85.4929785,32.5909562,8524,528
"15899",186,0,0,1,2,0,3,2,1,0,79,1,-73.4239143,41.0924881,4410,644
"15901",155,0,0,8,0,3,2,1,1,0,96,1,-73.9624327,40.7645239,10554,534
"15903",218,0,0,5,0,3,3,0,1,1,79,0,-73.6477342,43.3163893,6590,630
"15905",30,0,0,6,1,2,1,0,2,0,50,1,-93.3338547,44.8721412,6795,500
"15906",116,1,0,0,2,1,2,2,3,1,92,0,-93.3439291,44.9465193,2405,671
"15907",50,0,0,2,0,3,1,0,1,0,49,1,-74.0593872,40.0851765,1691,783
"15909",291,0,0,5,2,1,4,2,1,0,129,1,-81.898908,26.5545224,1363,744
"15910",86,0,0,2,1,3,1,1,1,1,57,1,-73.9931036,40.7502013,5699,621
"15911",71,1,1,4,1,0,1,3,2,1,69,1,-73.9859414,40.5749261,517,720
"15913",77,1,1,8,2,2,1,1,1,0,43,1,-80.593833,28.179854,797,749
"15914",83,1,0,8,1,4,1,1,1,0,52,0,-80.1540226,26.3042864,4729,617
"15915",147,0,0,0,2,2,2,1,2,1,81,0,-93.2332244,44.903044,1838,748
"15916",108,0,0,4,2,0,2,3,1,2,59,1,-75.0289877,39.8385235,1269,738
"15917",209,0,0,0,2,1,3,2,2,0,104,1,-73.3119159,40.8647497,5676,579
"15919",37,0,0,0,2,0,1,3,3,1,18,0,-74.2824862,40.8515243,1047,847
"15920",425,1,1,9,1,2,6,0,3,0,161,0,-89.3199999,43.1,22058,595
"15921",233,1,1,6,0,3,3,2,1,0,104,1,-82.7401087,27.8219579,6686,555
"15922",79,1,1,0,1,3,1,1,2,0,58,1,-84.0695961,33.9327331,2847,609
"15924",153,0,0,8,0,4,2,1,1,1,78,0,-87.8058402,42.6964412,24210,553
"15925",158,0,0,7,0,4,2,1,2,0,141,0,-84.5064881,33.8806897,23112,605
"15927",246,1,1,8,1,2,4,2,2,0,148,1,-80.2711588,26.1076663,3585,672
"15928",106,1,1,7,0,2,2,2,1,2,66,1,-73.4298073,40.7245083,9695,544
"15929",77,0,0,5,1,1,1,1,1,0,35,0,-73.8683697,40.8990767,6446,497
"15931",158,0,0,9,0,2,2,2,1,0,91,0,-74.1533563,40.843339,3016,645
"15932",84,0,0,5,1,2,1,2,2,0,48,0,-74.197388,40.7235275,617,718
"15935",178,0,0,7,0,2,2,2,1,0,76,0,-88.5249409,44.0750354,12386,563
"15936",125,0,0,9,0,3,2,3,1,0,82,1,-74.0087126,40.7136487,10423,562
"15937",84,0,0,4,2,0,1,0,1,2,56,1,-74.4173877,40.56829,1315,734
"15938",154,0,0,3,2,1,2,2,1,1,45,1,-74.2707509,40.5827122,1798,732
"15939",157,0,0,0,0,3,2,0,1,0,63,1,-82.8263615,27.8497836,4622,640
